business_id,name,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
Zj5R9K1DpILndPmAPqAK5Q,Suncoast Credit Union,Brandon,FL,33511,27.9345545,-82.3057256,3.5,7,1,"Financial Services, Banks & Credit Unions, Auto Loan Providers, Automotive, Investing"
U5YxUJ654RVK9bB4If7dTQ,Kristen Termini - State Farm Insurance Agent,Reno,NV,89509,39.4890902999,-119.8070619733,4.5,16,1,"Banks & Credit Unions, Financial Services, Home & Rental Insurance, Life Insurance, Insurance, Auto Insurance"
YmOSm6QL23o_LivG_Gl7iw,Charles Schwab,Reno,NV,89511,39.4704853,-119.7926211,3.0,17,1,"Financial Advising, Banks & Credit Unions, Investing, Financial Services"
NaR6c9080NwhN1N4HBYkrg,Wells Fargo Bank,Brandon,FL,33511,27.935743,-82.294252,2.5,7,1,"Banks & Credit Unions, Financial Services"
KFv6cNH81TwkVnaeMJGIBQ,Bank of America Financial Center,Exton,PA,19341,40.055922166,-75.656264318,2.0,5,1,"Financial Services, Banks & Credit Unions"
cRL1p2YtGqKazqlpPz4exQ,TD Bank,Philadelphia,PA,19103,39.950047,-75.170496,3.0,25,1,"Banks & Credit Unions, Financial Services"
Kmjzj3ZjplKRxQ6nPbpZvQ,floridacentral Credit Union,Clearwater,FL,33765,27.9721678106,-82.7457055951,3.0,8,1,"Banks & Credit Unions, Financial Services, Mortgage Brokers, Home Services, Real Estate"
5ZXS0FWkzuPhDh402riJjg,Pioneer Federal Credit Union,Meridian,ID,83642,43.6198055,-116.3839664,2.5,12,1,"Investing, Financial Services, Banks & Credit Unions, Real Estate, Automotive, Mortgage Brokers, Home Services, Auto Loan Providers"
JXwynj0wX00eJDDHEUDa3A,GTE Financial,Tampa,FL,33602,27.9490094782,-82.459740536,1.5,10,1,"Real Estate, Mortgage Brokers, Financial Services, Home Services, Banks & Credit Unions"
8x8JAmSWCUp8MzurgiXq7g,Greater Nevada Credit Union,Sparks,NV,89436,39.586872,-119.724008,3.0,30,1,"Financial Services, Insurance, Financial Advising, Investing, Banks & Credit Unions, Automotive, Auto Loan Providers"
6zaoFNrx_TMwdbfIN0T7dA,GTE Financial,Tampa,FL,33647,28.170872,-82.35155,1.0,6,1,"Banks & Credit Unions, Financial Services"
-4I0u12gYWIToYmdeyxpeQ,Bank of America Financial Center,Saint Louis,MO,63118,38.604773055,-90.222609023,3.0,6,1,"Real Estate, Home Services, Financial Services, Mortgage Brokers, Banks & Credit Unions"
80u-uFOG9wakf_Iu6Fy8lQ,Jefferson Financial Credit Union,Metairie,LA,70002,30.008586,-90.1548511,2.0,5,0,"Financial Services, Banks & Credit Unions"
tvTenM3YiEJj5nf5G7ukHQ,Chase Bank,Reno,NV,89521,39.4391543917,-119.759346,4.0,18,1,"Banks & Credit Unions, Financial Services"
1uhTwTMrU0WHzC-JXzbgWQ,First Home Bank,Seminole,FL,33772,27.8563857,-82.7874814,3.0,8,1,"Banks & Credit Unions, Financial Services, Home Services, Mortgage Lenders, Real Estate, Mortgage Brokers"
wbciM7EZ6GFz-f80izUwiw,Chase Bank,Wesley Chapel,FL,33544,28.182779,-82.354324,3.5,6,1,"Financial Services, Banks & Credit Unions"
-ENIvUeumwfMA-c10TYm0w,Sovereign Bank Arena,Trenton,NJ,08611,40.2127206,-74.7576559,2.5,5,0,"Arts & Entertainment, Financial Services, Banks & Credit Unions, Stadiums & Arenas"
d8S-IaTxyMBv4zoZNwiNBQ,Navy Federal Credit Union,Lutz,FL,33559,28.1906902,-82.3956538,3.5,6,1,"Financial Services, Banks & Credit Unions, Automotive, Auto Loan Providers, Mortgage Lenders"
5xTuZR8vxEOq957GFfvKSw,First Tennessee Bank,Nashville,TN,37217,36.0831354,-86.646417,3.5,7,0,"Banks & Credit Unions, Financial Services"
UZ1d5FQpwO_b04vWcThbDw,Wells Fargo Bank,Reno,NV,89506,39.6135983,-119.847731,3.0,7,1,"Financial Services, Banks & Credit Unions"
_H1go9xWaMFqxZcuu70c5w,Chase Bank,Ewing,NJ,08638,40.2506014401,-74.7770094881,2.0,9,0,"Financial Services, Banks & Credit Unions"
1alXzWoj5HPW79vr7piugw,Bank of America Financial Center,Brentwood,TN,37027,35.96722269,-86.810025341,1.5,7,1,"Home Services, Financial Services, Banks & Credit Unions, Mortgage Brokers, Real Estate"
wBAU2xf3DYRmT3Od6UMZlg,First Internet Bank,Fishers,IN,46038,39.9567723,-86.015492,3.0,78,1,"Financial Services, Banks & Credit Unions"
KlT9fnAO9V8HvD5FRZQlcA,Vantage Credit Union,Sunset Hills,MO,63127,38.5480836,-90.4040511,3.5,7,1,"Financial Services, Banks & Credit Unions"
JgevtcccXNVZJvYr7T_nDQ,Wilson Bank & Trust,Nashville,TN,37214,36.1606431,-86.663922,2.0,5,1,"Mortgage Brokers, Home Services, Real Estate, Banks & Credit Unions, Financial Services"
yfoQhpTVUzC9rZihAiFd4Q,SunTrust,Franklin,TN,37069,35.9964648,-86.8860656,3.5,5,1,"Banks & Credit Unions, Financial Services"
IMFCahcst2a1L3qRU5VHnQ,Together Credit Union,Arnold,MO,63010,38.436706,-90.3739296,2.0,5,1,"Financial Services, Banks & Credit Unions, Financial Advising"
sfvhkDo-xgYqtYPklgjPmA,Reliant Bank,Brentwood,TN,37027,35.961775,-86.800998,2.5,6,1,"Financial Services, Banks & Credit Unions"
OHxxMszRa0EDnN3kdZ_fmQ,Chase Bank,Tucson,AZ,85712,32.2367150824,-110.8922289769,1.0,9,1,"Financial Services, Banks & Credit Unions"
BO3fI2WDyv4sFEgsTud-MQ,Bank of America Financial Center,Saint Petersburg,FL,33701,27.769221676,-82.636875694,2.5,8,1,"Banks & Credit Unions, Financial Services"
TGVd4J8H81innTaXm9BtTQ,Nevada State Bank,Reno,NV,89509,39.4914193,-119.808449,4.0,7,1,"Business Financing, Financial Services, Banks & Credit Unions, Mortgage Lenders"
gVEUdb6ly8N-B20Bx6sZ6Q,Suncoast Credit Union,Riverview,FL,33578,27.8564218,-82.3329385,2.5,6,1,"Auto Loan Providers, Automotive, Banks & Credit Unions, Financial Services, Investing"
peLioqsiN9XEG3F4ANa2-Q,Grow Financial Federal Credit Union - Pinellas Park,Pinellas Park,FL,33781,27.8384395,-82.7339977,2.5,8,1,"Banks & Credit Unions, Financial Services"
sTSZx2e_LjRiRg0mvBCLvg,Wells Fargo Bank,Tucson,AZ,85711,32.2284408,-110.8586913,3.0,5,1,"Financial Services, Banks & Credit Unions"
3acXB6ph-NsJkaFGmstp7w,Together Credit Union,Saint Louis,MO,63118,38.5987281294,-90.2066451311,2.0,17,1,"Banks & Credit Unions, Financial Services, Mortgage Brokers, Home Services, Real Estate, Financial Advising"
t1_S2qAm5QmwK0DXacmcWQ,PNC Bank,Bryn Mawr,PA,19010,40.0203068896,-75.3190465971,2.0,6,1,"Banks & Credit Unions, Home Services, Financial Services, Mortgage Brokers, Investing, Real Estate"
5jPEad5Aw9CkDde6zEK4hw,Suncoast Credit Union,Tampa,FL,33629,27.9235757,-82.5169982,1.5,32,1,"Financial Services, Automotive, Investing, Auto Loan Providers, Banks & Credit Unions"
Wngsvf102Oh9rBcClS2OVQ,Nevada State Bank,Reno,NV,89521,39.419704,-119.7535943,2.0,6,1,"Business Financing, Banks & Credit Unions, Financial Services, Mortgage Lenders"
BbToefL1buX-xJHW9qXzeQ,NOVA Home Loans,Tucson,AZ,85718,32.2884192,-110.9474503,3.5,29,1,"Real Estate, Home Services, Mortgage Brokers, Financial Services, Banks & Credit Unions"
vaagry98q-pJHzoU8WX0HA,PFCU Branch,Philadelphia,PA,19148,39.9236409,-75.1626325,3.0,5,1,"Financial Services, Banks & Credit Unions"
WzFrieiv_OQfEkdNr6oQLg,Hughes Federal Credit Union,Tucson,AZ,85743,32.3488506,-111.0981323,1.5,7,1,"Financial Advising, Banks & Credit Unions, Financial Services, Home Services, Real Estate, Mortgage Brokers"
z1hzYowJaslvguWSMvgHUw,Suntrust,Nashville,TN,37211,36.0744093,-86.7241431,1.5,5,1,"Banks & Credit Unions, Mortgage Brokers, Real Estate, Financial Services, Home Services"
eox0eTlcTFf1Txwor-b6DA,Hyperion Bank,Philadelphia,PA,19123,39.9696662,-75.139283,3.0,21,1,"Professional Services, Financial Services, Banks & Credit Unions"
QWUoz8TdgBnojAbQTkyVug,Railroad & Industrial Federal Credit Union,Tampa,FL,33619,27.978051,-82.402792,2.5,8,1,"Financial Services, Banks & Credit Unions"
cRn_vN7tSIsfYgOIz-K3wg,Bank of America Financial Center,Reno,NV,89503,39.536032973,-119.863981636,1.0,11,1,"Banks & Credit Unions, Financial Services"
MmLt5zeXj3X-k7j7wCGnWA,Bank of America Financial Center,Tucson,AZ,85713,32.177532681,-111.003657907,2.5,6,1,"Financial Services, Banks & Credit Unions, Home Services, Real Estate, Mortgage Brokers"
cqBTNNv-BrYJCywyrVlGqw,Merchants Bank of Indiana,Indianapolis,IN,46240,39.9262593173,-86.10257864,2.0,5,1,"Banks & Credit Unions, Financial Services"
zhBe6PgEY9KzJ356J5Oo8w,Bank of America Financial Center,Wesley Chapel,FL,33544,28.18507919,-82.352885682,3.0,5,1,"Real Estate, Mortgage Brokers, Financial Services, Home Services, Banks & Credit Unions"
nbhwOoz7yefs96oMK_lXsQ,Ascend Federal Credit Union,Nashville,TN,37203,36.1573504947,-86.8013993737,2.0,12,1,"Financial Services, Banks & Credit Unions"
YSzpsjzeMvk3UpKTXD25yA,Idaho Central Credit Union,Meridian,ID,83646,43.6333175,-116.3523173,4.0,8,1,"Mortgage Lenders, Financial Advising, Financial Services, Banks & Credit Unions"
FkqOTq-0zTeM1T5rNBuDlg,TD Bank,Cherry Hill,NJ,08002,39.9460836,-75.0277304,3.0,9,1,"Financial Services, Banks & Credit Unions"
ZIzZdMyilDw_kT_q3ZUX3g,Chase Bank,Kenner,LA,70065,30.021268,-90.238661,2.0,12,1,"Financial Services, Banks & Credit Unions"
7Yq-DJIn6D87FWAxLYQ_Xw,Wells Fargo Bank,Tampa,FL,33612,28.0682438,-82.4262104,2.5,5,1,"Financial Services, Banks & Credit Unions"
zJMOILfPZTk1yDWtx0Nzig,Chase Bank,Carmel,IN,46032,39.96209,-86.123207,4.0,5,1,"Financial Services, Banks & Credit Unions"
ELKi_3ddN1S_pFXIUd81bQ,Pyramid Federal Credit Union,Tucson,AZ,85710,32.2350178,-110.8273056,3.0,5,1,"Financial Services, Banks & Credit Unions"
0TQKTAd22BEaRbKTUPCyFw,First Bank,Santa Barbara,CA,93105,34.4406246,-119.7346962,2.5,10,1,"Banks & Credit Unions, Financial Services"
4XS7Ne5Ime2ZcJ1VeoRD5w,Fifth Third Bank,Clearwater,FL,33761,28.0198503,-82.7334682,1.5,5,1,"Banks & Credit Unions, Financial Services"
BX9adreSDBoANEwhPvenEw,Suncoast Credit Union,Tampa,FL,33610,27.9969309,-82.376588,1.5,51,1,"Home Services, Banks & Credit Unions, Mortgage Brokers, Real Estate, Financial Services, Insurance, Auto Loan Providers, Investing, Automotive"
Kcehah5eUGfqJRCg200wvg,Rapid Cash,Sparks,NV,89431,39.5429595917,-119.7340865,2.0,7,1,"Banks & Credit Unions, Check Cashing/Pay-day Loans, Installment Loans, Financial Services, Title Loans"
3PYFdnLTXY16UROMW4gRaQ,Suncoast Credit Union,Clearwater,FL,33761,28.0101560483,-82.7340645858,2.0,11,1,"Financial Services, Auto Loan Providers, Banks & Credit Unions, Investing, Automotive"
GxegTmzqO9jLo6eMHgRxHg,Chase Bank,Tampa,FL,33634,28.026264,-82.561104,2.0,7,1,"Financial Services, Banks & Credit Unions"
AlsHhOmal4I8PrBTCH9XuQ,Pima Federal Credit Union,Oro Valley,AZ,85737,32.406427,-110.948416,4.5,7,1,"Banks & Credit Unions, Financial Services"
g7ICHZ264ZDgomHjMQ65HA,Nevada State Bank,Reno,NV,89501,39.5220067,-119.8117302,2.5,11,1,"Mortgage Lenders, Business Financing, Banks & Credit Unions, Financial Services"
0pNssk8vYoiR7CyCWk32Dw,Bank of America,Clayton,MO,63105,38.649997,-90.337225,2.0,9,0,"Financial Services, Banks & Credit Unions"
eZY83JEDe8ZIu00uAhj13g,TruMark Financial Credit Union,Philadelphia,PA,19152,40.0510424,-75.0633192,2.5,9,1,"Financial Services, Banks & Credit Unions, Financial Advising"
-JWVHrc63I-3KXOGxWYWlA,Bank of America Financial Center,Tarpon Springs,FL,34689,28.145925735,-82.741596047,1.5,7,1,"Financial Services, Banks & Credit Unions, Mortgage Brokers, Real Estate, Home Services"
kEoXo5U2FFCf4PX70xu4Dw,Chase Bank,New Orleans,LA,70118,29.955448,-90.12056,3.5,9,1,"Banks & Credit Unions, Financial Services"
EGVCEwTFzUklOFIWCw3WeA,Bank of America Financial Center,Tucson,AZ,85705,32.283145604,-110.978699953,1.0,5,1,"Financial Services, Banks & Credit Unions, Home Services, Real Estate, Mortgage Brokers"
C3WiS5DamerzExu79fe_5g,UNO Federal Credit Union,New Orleans,LA,70148,30.031585,-90.067246,3.0,5,1,"Financial Services, Banks & Credit Unions"
RGHoWlusT7jsrLtvlZH2zw,First Tennessee Bank,Nashville,TN,37214,36.1494569,-86.667993,4.0,6,0,"Financial Services, Banks & Credit Unions"
pC2ZuMHyCqgNZbizjWBlXg,MIDFLORIDA Credit Union,Lutz,FL,33559,28.1866724918,-82.4271760225,4.0,5,1,"Financial Services, Banks & Credit Unions"
FKIZCmXBqI3scqgELmfQOQ,Suncoast Credit Union,St Petersburg,FL,33711,27.7494880504,-82.6788098145,3.0,5,1,"Banks & Credit Unions, Auto Loan Providers, Financial Services, Investing, Automotive"
hdiDVWGVyslHUNmd2vMqIw,FORUM Credit Union,Carmel,IN,46032,39.9563147,-86.117813,3.0,6,1,"Banks & Credit Unions, Financial Services"
LgCjElmL88XUnnNGM_x1oQ,Bank of America Financial Center,Santa Barbara,CA,93105,34.440612107,-119.746300708,1.5,12,1,"Financial Services, Home Services, Banks & Credit Unions, Real Estate, Mortgage Brokers"
p1SBEBRRN4hPqpfHsa6sQA,Jim Tatro - State Farm Insurance Agent,Reno,NV,89521,39.4507093,-119.7585222,3.0,19,1,"Banks & Credit Unions, Financial Services, Insurance, Auto Insurance, Life Insurance, Home & Rental Insurance"
P0ToKWFksOpX-wBJuE5kSg,U.S. Bank Branch,Santa Barbara,CA,93101,34.421437,-119.70166,2.5,13,1,"Banks & Credit Unions, Mortgage Brokers, Financial Advising, Financial Services, Real Estate, Home Services"
mo3qhcagUPSwdqmkd-o-Hg,Wells Fargo Bank,Santa Barbara,CA,93105,34.4405589597,-119.74685812,2.5,14,1,"Financial Services, Banks & Credit Unions"
SlA97Cu7hgSKZdNrbXBOSw,First Harvest Credit Union,Camden,NJ,08102,39.946532,-75.1239153317,2.0,5,1,"Financial Services, Banks & Credit Unions"
jaX1g_qgys9ASwNxYlnIuw,Tucson Federal Creit Union,Sahuarita,AZ,85629,31.9603149,-110.9856777,2.0,5,1,"Banks & Credit Unions, Financial Services"
CtL6TAZ74N79Qs8WcVjdmQ,Wells Fargo Bank,Nashville,TN,37219,36.1646922,-86.779065,4.5,7,1,"Financial Services, Banks & Credit Unions"
CSb1WJ-8JW-wd3pEu-3TqA,Bank of America Financial Center,Tampa,FL,33609,27.944569773,-82.49246374,1.5,15,1,"Home Services, Mortgage Brokers, Banks & Credit Unions, Financial Services, Real Estate"
_05DcCQmCP5aGnfCnI4r9Q,Capital One Café,Philadelphia,PA,19103,39.9500535,-75.1689142564,4.0,178,1,"Food, Coffee & Tea, Financial Advising, Banks & Credit Unions, Internet Cafes, Financial Services, Restaurants, Cafes"
6eKWeZJAuO6CDtH2SCXNDA,TD Bank,Philadelphia,PA,19107,39.9500555,-75.1584776,2.5,18,0,"Financial Services, Banks & Credit Unions"
6TzpFfuopcITRML69v5g5w,Chase Bank,Nashville,TN,37204,36.1190184,-86.7752761,2.5,6,1,"Financial Services, Banks & Credit Unions"
dD2Cgmdtj_tCYJqWSY3mZw,Tucson Federal Credit Union,Tucson,AZ,85710,32.206989,-110.817902,1.5,32,1,"Financial Services, Banks & Credit Unions"
DN6gyvbJLu1KovEazuCwJw,1st MidAmerica Credit Union,Alton,IL,62002,38.9037927,-90.1322876,1.0,6,1,"Real Estate, Banks & Credit Unions, Financial Advising, Financial Services, Mortgage Brokers, Mortgage Lenders, Home Services"
VZfQsC008j6EdaSUObPPwQ,Mark Rossmiller - State Farm Insurance Agent,Sun City Center,FL,33573,27.770195,-82.394726,4.0,5,1,"Auto Insurance, Life Insurance, Banks & Credit Unions, Insurance, Financial Services, Home & Rental Insurance"
VFPbgLrFAzVm5O4aoWqVCQ,Bank of America Financial Center,Nashville,TN,37211,36.0449203,-86.714044166,1.5,8,1,"Banks & Credit Unions, Real Estate, Financial Services, Mortgage Brokers, Home Services"
piHWXIo_pGoNP0K3GAtwHw,Wells Fargo Bank,Tucson,AZ,85719,32.2582382,-110.9442836,4.0,8,1,"Financial Services, Banks & Credit Unions, Currency Exchange"
8L37-uu7vDJzJ1tSldg_vQ,Bank of America Financial Center,Tampa,FL,33612,28.055031026,-82.4399507115,1.0,9,1,"Banks & Credit Unions, Financial Services, Home Services, Mortgage Brokers, Real Estate"
x2UyXwz4Ox-PhhwJSCjSrw,Chase Bank,Tucson,AZ,85718,32.286639,-110.943237,3.5,11,1,"Banks & Credit Unions, Financial Services"
ruvJeo9MMVkEf4hegHQ_Ng,Bank of America Financial Center,Tampa,FL,33618,28.043866514,-82.504080775,2.0,11,1,"Financial Services, Banks & Credit Unions, Mortgage Brokers, Real Estate, Home Services"
yun2nAeTYhNeS7elvEetmw,PNC Bank,Philadelphia,PA,19103,39.9525474,-75.1673521,2.0,6,1,"Financial Services, Banks & Credit Unions, Mortgage Brokers, Investing, Real Estate, Home Services"
7CAOqfyl6iFsM3hVPaQgcw,Wells Fargo Bank,Tucson,AZ,85711,32.2072923,-110.873779,2.0,5,1,"Financial Services, Banks & Credit Unions"
j_Nb1KFgk5BqTuoMCYKe1A,Wells Fargo Bank,Tucson,AZ,85719,32.280595,-110.95959,3.5,5,0,"Financial Services, Banks & Credit Unions"
dVBTmHRcse4nKSjlA0cO2w,Helm Associates,Bristol,PA,19007,40.0991774,-74.8702214,2.0,5,1,"Banks & Credit Unions, Auto Loan Providers, Automotive, Financial Services"
8KwTGwTWdw44RV8dpMIVzA,Chase Bank,Tucson,AZ,85719,32.251473,-110.944278,3.0,7,1,"Banks & Credit Unions, Financial Services"
2acyZejW-dTCEYiXtYUAtg,Wells Fargo Bank,Reno,NV,89523,39.5339839,-119.8654743,2.0,17,1,"Home Services, Banks & Credit Unions, Mortgage Brokers, Financial Services, Real Estate"
cddHhcgWKZP2NkluhzE5VA,Chase Bank,Santa Barbara,CA,93105,34.4391519367,-119.7354850173,3.5,7,0,"Financial Services, Banks & Credit Unions"
XvQENu9xZkwUgMTbWMl86A,Wells Fargo Bank,Sparks,NV,89431,39.5375094,-119.7347753,3.0,9,1,"Banks & Credit Unions, Financial Services"
oB8E5HS8UEKuPi8JIENEGA,Commerce Bank,Saint Louis,MO,63117,38.63415,-90.309297,1.5,26,1,"Real Estate, Banks & Credit Unions, Mortgage Brokers, Financial Services, Home Services"
lOys7djoE5afKAlXAASGRw,TD Bank,Marlton,NJ,08053,39.9136433165,-74.921567502,1.0,5,1,"Financial Services, Banks & Credit Unions"
o4oL45w2pEIwxX8qXYRLww,Elements Financial Federal Credit Union,Indianapolis,IN,46225,39.763413,-86.147903,2.5,17,1,"Banks & Credit Unions, Financial Services"
CRxAtJxW607t-93mnfe2fQ,Citadel Credit Union,Phoenixville,PA,19460,40.1302882,-75.5506418,2.0,11,1,"Financial Services, Banks & Credit Unions"
qCQxC92xZv17sTZ6lk1wjQ,Plato's Closet of South Tampa,Tampa,FL,33611,27.905858,-82.504535,2.0,30,1,"Discount Store, Banks & Credit Unions, Accessories, Men's Clothing, Used, Vintage & Consignment, Shopping, Financial Services, Women's Clothing, Fashion"
7qNh8LMDT3SxVc3LQz3TjA,TD Bank,Folsom,PA,19033,39.887154,-75.330538,1.5,11,1,"Banks & Credit Unions, Financial Services"
OUIi83aDHH8-ct4FXcOhaA,Bank of Tampa,Tampa,FL,33602,27.9459741,-82.4573534,3.0,6,1,"Financial Services, Banks & Credit Unions"
QsTkV1GYcusaGZDT4G1y3A,Bank of America Financial Center,Tucson,AZ,85716,32.22127037,-110.918245703,1.5,11,1,"Financial Services, Banks & Credit Unions"
DJXksT8VdolmXfdNs-S0kA,Suntrust,Saint Petersburg,FL,33701,27.770086,-82.6373808,2.0,6,1,"Financial Services, Banks & Credit Unions"
mYBRrs0yFL33p1pLwA7kSw,US Community Credit Union,Nashville,TN,37214,36.1698799133,-86.6714477539,1.0,6,1,"Financial Services, Banks & Credit Unions"
nTzzz_jvxUNa9CsPBinWnA,Carrollton Bank,St. Louis,MO,63109,38.588177,-90.2925915,5.0,5,1,"Financial Services, Banks & Credit Unions"
oDY6stEUodtKMCDx2pmRpw,WSFS Bank,Wilmington,DE,19810,39.825914,-75.4990488,1.5,6,0,"Financial Services, Banks & Credit Unions"
rEb465FzKnEh229dxuBHtw,Wells Fargo Bank,Lansdowne,PA,19050,39.93803,-75.2751046,2.5,5,1,"Banks & Credit Unions, Financial Services"
YiEBSn8VWhnj79igNkShQw,Second Bank of the United States Portrait Gallery,Philadelphia,PA,19106,39.9486633342,-75.1483974972,4.5,13,1,"Art Galleries, Banks & Credit Unions, Financial Services, Shopping, Arts & Entertainment"
8W-dtuNrztY6LygxQ67mxA,Jefferson Financial Federal Credit Union,Metairie,LA,70003,29.978821,-90.219857,2.5,14,1,"Banks & Credit Unions, Financial Services"
XDObEr1uV7fHWUXTw3pD5Q,All American Jewelry & Loan,Sparks,NV,89431,39.544999,-119.7710527,4.0,6,1,"Shopping, Local Services, Watch Repair, Banks & Credit Unions, Check Cashing/Pay-day Loans, Financial Services, Pawn Shops, Jewelry, Jewelry Repair"
MKq1QoF8jSDPv3QM1u3VGA,United Federal Credit Union,Sparks,NV,89436,39.6091999341,-119.6974235185,4.5,14,1,"Financial Services, Banks & Credit Unions"
O-WiGaB3Hsc0guw9n2U8WA,Midland States Bank,Saint Louis,MO,63131,38.6269904533,-90.4807977979,2.0,9,1,"Financial Services, Banks & Credit Unions"
KyPRB9TtrHfZFhMv0yDkUA,PNC Bank,Tampa,FL,33607,27.9592442882,-82.5051543117,1.0,5,1,"Banks & Credit Unions, Financial Services, Investing, Home Services, Mortgage Brokers, Real Estate"
51_iEggyi2on8ZePpWdfzA,USF Federal Credit Union,Temple Terrace,FL,33637,28.0687039254,-82.3713148,2.5,21,1,"Financial Services, Banks & Credit Unions"
1ovn6V37WDKJVqZ83ahk1g,Kinecta - Goleta,Goleta,CA,93117,34.4309661,-119.8763225,4.0,14,1,"Financial Services, Banks & Credit Unions"
U-ct0rXSZexPOyxPMGCxbg,Hancock Whitney,New Orleans,LA,70130,29.9554625,-90.0653113,4.5,5,1,"Banks & Credit Unions, Financial Services"
futM2bt5R01oeF-wuCB5bw,Bank of America Financial Center,Tampa,FL,33611,27.894818746,-82.5187951,2.0,5,1,"Banks & Credit Unions, Financial Services, Home Services, Real Estate, Mortgage Brokers"
6CtVMiaq77qzt74TOnbdOw,Tucson Federal Credit Union,Tucson,AZ,85704,32.3379173,-110.9767893,2.0,15,1,"Financial Services, Banks & Credit Unions"
MFlPmdwoqOJCK9SLeaofwQ,FORUM Credit Union,Indianapolis,IN,46220,39.8737698,-86.1457812,3.0,17,1,"Financial Services, Banks & Credit Unions, Investing, Mortgage Lenders"
KcCVtY6mdCM5KQ-YZ50gRw,Wells Fargo Bank,Wesley Chapel,FL,33544,28.23277,-82.351531,2.0,5,1,"Banks & Credit Unions, Financial Services"
0gBR11Mcjzxp_STvT3GEUw,Bank of America Financial Center,Tucson,AZ,85715,32.251290813,-110.841560907,2.0,5,1,"Banks & Credit Unions, Financial Services"
4fOryrCVwdE0ruU5UMxtig,Bank of America Financial Center,Temple Terrace,FL,33617,28.035499619,-82.39316272,1.0,6,1,"Banks & Credit Unions, Financial Services, Home Services, Real Estate, Mortgage Brokers"
jhA20KJajtWPuduOtsmcBw,Capital One Bank,New Orleans,LA,70119,29.9751830845,-90.1008222252,2.0,12,1,"Financial Services, Banks & Credit Unions"
2EIUlcb_6nWWwXG_ywHYRw,Auto Mart,Nashville,TN,37211,36.1129635,-86.7468496,2.0,7,1,"Car Dealers, Automotive, Financial Services, Banks & Credit Unions"
zP7XRSUks1JV16s4Y2Gczw,Wells Fargo Bank,Hermitage,TN,37076,36.215575,-86.59466,1.5,10,1,"Financial Services, Home Services, Banks & Credit Unions, Real Estate, Mortgage Brokers"
kY4WZSCsDMgphDTf3gNrqw,PNC Bank,North Wales,PA,19454,40.2260112933,-75.2568022907,3.5,5,1,"Banks & Credit Unions, Real Estate, Financial Services, Mortgage Brokers, Investing, Home Services"
IpN2ZBChysww0zahyidtyA,United Federal Credit Union,Reno,NV,89521,39.4267216,-119.7518471,3.5,25,1,"Banks & Credit Unions, Real Estate, Home Services, Financial Services, Mortgage Brokers"
hBBa1hGUJIU2ErNca7goVw,BB&T,Philadelphia,PA,19125,39.9788926,-75.1257825,2.0,5,1,"Banks & Credit Unions, Financial Services"
ifhfWlsNyQa8Uy9QVRCC1A,GTE Financial,Tampa,FL,33624,28.052151,-82.5252957,2.0,11,1,"Mortgage Brokers, Real Estate, Financial Services, Home Services, Banks & Credit Unions"
iiwbC-2gHnTd_SlJ8HlPog,American Heritage Federal Credit Union,Philadelphia,PA,19115,40.0991371,-75.0217308,2.0,27,1,"Financial Services, Banks & Credit Unions"
OnkpsX-brf0roE1ikSYNPg,Chase Bank,Goleta,CA,93117,34.4129762228,-119.8556081951,3.0,9,1,"Banks & Credit Unions, Financial Services"
PKRmk-OqI_ri9ZYHzpsaCA,Diamond Credit Union - Pottstown,Pottstown,PA,19464,40.2397485,-75.6116297,2.5,10,1,"Financial Services, Banks & Credit Unions"
YpcuJI8R4nHeKYZVPOFMpg,TruMark Financial Credit Union,Springfield,PA,19064,39.9135319,-75.346543,3.0,5,1,"Financial Advising, Banks & Credit Unions, Financial Services"
vdNAPM0kjeY0XJtyvA4B7Q,Wells Fargo Bank,Philadelphia,PA,19106,39.94324,-75.145366,3.5,6,1,"Banks & Credit Unions, Financial Services"
vXQBq0NPscuLfh1nj-aXmA,Student Federal Credit Union,Philadelphia,PA,19104,39.953054,-75.192439,4.0,10,1,"Banks & Credit Unions, Financial Services"
kpyGfnJEOHhdY2Q3r6tptw,TD Bank Plymouth Meeting,Conshohocken,PA,19428,40.095559,-75.2931909,3.0,5,1,"Banks & Credit Unions, Financial Services"
nODR-xK7-Pg7GTb4mR4pfw,Bank of America Financial Center,Nashville,TN,37217,36.132544,-86.721196023,2.0,5,1,"Financial Services, Mortgage Brokers, Real Estate, Home Services, Banks & Credit Unions"
nsxFXNzF-XdAylNM7MAv_w,Charles Schwab,Philadelphia,PA,19103,39.952658,-75.167853,5.0,5,1,"Financial Services, Financial Advising, Investing, Banks & Credit Unions"
_9nynjP2Fkv-K-wo4PWjQg,PNC Bank,Philadelphia,PA,19149,40.0487885019,-75.0623287261,1.5,6,1,"Financial Services, Banks & Credit Unions, Home Services, Investing, Mortgage Brokers, Real Estate"
1ViKpkrCp1WwQcIvGEvA0w,Idaho Central Credit Union,Meridian,ID,83642,43.6189378,-116.4331591,3.5,10,1,"Financial Services, Mortgage Lenders, Banks & Credit Unions, Real Estate, Home Services, Financial Advising, Mortgage Brokers"
r5f0CQxxyjXEuK0e66sS7Q,U.S. Bank Branch,Sparks,NV,89436,39.5841687,-119.7422306,3.5,6,1,"Banks & Credit Unions, Financial Services, Financial Advising, Real Estate, Mortgage Brokers, Home Services"
