business_id,date,hour,time
CSb1WJ-8JW-wd3pEu-3TqA,2017-05-20,13,13:28:09
CSb1WJ-8JW-wd3pEu-3TqA,2017-05-24,16,16:20:08
CSb1WJ-8JW-wd3pEu-3TqA,2017-06-15,12,12:59:33
CSb1WJ-8JW-wd3pEu-3TqA,2017-06-19,15,15:07:43
CSb1WJ-8JW-wd3pEu-3TqA,2017-06-24,14,14:55:39
CSb1WJ-8JW-wd3pEu-3TqA,2017-07-10,22,22:13:35
CSb1WJ-8JW-wd3pEu-3TqA,2017-07-12,21,21:13:38
CSb1WJ-8JW-wd3pEu-3TqA,2017-07-22,21,21:10:21
CSb1WJ-8JW-wd3pEu-3TqA,2017-08-30,12,12:18:04
CSb1WJ-8JW-wd3pEu-3TqA,2017-09-05,16,16:55:29
CSb1WJ-8JW-wd3pEu-3TqA,2017-09-14,18,18:18:22
CSb1WJ-8JW-wd3pEu-3TqA,2017-09-21,20,20:57:05
CSb1WJ-8JW-wd3pEu-3TqA,2017-10-13,21,21:45:55
CSb1WJ-8JW-wd3pEu-3TqA,2017-11-04,16,16:04:41
CSb1WJ-8JW-wd3pEu-3TqA,2017-11-17,21,21:17:11
CSb1WJ-8JW-wd3pEu-3TqA,2017-11-18,17,17:29:32
CSb1WJ-8JW-wd3pEu-3TqA,2017-12-24,22,22:54:30
CSb1WJ-8JW-wd3pEu-3TqA,2017-12-28,15,15:45:57
CSb1WJ-8JW-wd3pEu-3TqA,2017-12-31,23,23:12:10
CSb1WJ-8JW-wd3pEu-3TqA,2018-01-06,3,03:49:15
CSb1WJ-8JW-wd3pEu-3TqA,2018-02-24,17,17:50:03
CSb1WJ-8JW-wd3pEu-3TqA,2018-02-28,18,18:00:47
CSb1WJ-8JW-wd3pEu-3TqA,2018-03-03,17,17:26:37
CSb1WJ-8JW-wd3pEu-3TqA,2018-04-17,19,19:45:13
CSb1WJ-8JW-wd3pEu-3TqA,2018-04-23,13,13:52:53
CSb1WJ-8JW-wd3pEu-3TqA,2018-05-29,14,14:34:27
CSb1WJ-8JW-wd3pEu-3TqA,2018-07-07,14,14:22:28
CSb1WJ-8JW-wd3pEu-3TqA,2018-08-16,13,13:20:05
CSb1WJ-8JW-wd3pEu-3TqA,2018-08-17,14,14:20:20
CSb1WJ-8JW-wd3pEu-3TqA,2018-11-09,14,14:06:35
CSb1WJ-8JW-wd3pEu-3TqA,2019-01-25,14,14:20:52
CSb1WJ-8JW-wd3pEu-3TqA,2019-04-19,22,22:58:18
CSb1WJ-8JW-wd3pEu-3TqA,2019-09-16,14,14:41:13
CSb1WJ-8JW-wd3pEu-3TqA,2020-07-17,14,14:51:26
CSb1WJ-8JW-wd3pEu-3TqA,2020-08-11,19,19:31:25
CSb1WJ-8JW-wd3pEu-3TqA,2020-11-12,19,19:29:28
CSb1WJ-8JW-wd3pEu-3TqA,2021-03-11,19,19:03:24
CSb1WJ-8JW-wd3pEu-3TqA,2021-06-10,16,16:13:48
CSb1WJ-8JW-wd3pEu-3TqA,2021-11-22,18,18:32:02
CSb1WJ-8JW-wd3pEu-3TqA,2021-11-24,19,19:01:13
CVvpl0kQhYlfryT5-cAsNw,2015-02-09,17,17:46:55
CVvpl0kQhYlfryT5-cAsNw,2015-07-21,1,01:27:03
CfkaqrJmtlhhczXFyJe51Q,2011-02-08,0,00:01:26
CfkaqrJmtlhhczXFyJe51Q,2014-01-11,17,17:27:30
CfkaqrJmtlhhczXFyJe51Q,2014-02-27,20,20:22:42
CfkaqrJmtlhhczXFyJe51Q,2014-04-30,16,16:06:55
CfkaqrJmtlhhczXFyJe51Q,2016-03-30,22,22:21:25
CtL6TAZ74N79Qs8WcVjdmQ,2011-04-11,0,00:49:43
CtL6TAZ74N79Qs8WcVjdmQ,2013-08-15,17,17:33:56
CtL6TAZ74N79Qs8WcVjdmQ,2013-12-26,21,21:17:05
CtL6TAZ74N79Qs8WcVjdmQ,2014-01-15,20,20:41:18
CtL6TAZ74N79Qs8WcVjdmQ,2014-04-25,16,16:36:48
CtL6TAZ74N79Qs8WcVjdmQ,2014-08-22,19,19:46:33
CtL6TAZ74N79Qs8WcVjdmQ,2015-03-12,14,14:15:07
CtL6TAZ74N79Qs8WcVjdmQ,2015-06-22,17,17:55:51
CtL6TAZ74N79Qs8WcVjdmQ,2015-10-22,21,21:16:49
CtL6TAZ74N79Qs8WcVjdmQ,2016-02-27,23,23:21:06
CtL6TAZ74N79Qs8WcVjdmQ,2016-03-25,17,17:04:56
CtL6TAZ74N79Qs8WcVjdmQ,2017-01-05,21,21:15:46
CtL6TAZ74N79Qs8WcVjdmQ,2017-07-31,16,16:18:45
CtL6TAZ74N79Qs8WcVjdmQ,2018-08-02,20,20:25:50
CtL6TAZ74N79Qs8WcVjdmQ,2018-09-04,16,16:12:21
CtL6TAZ74N79Qs8WcVjdmQ,2018-10-15,17,17:41:36
CtL6TAZ74N79Qs8WcVjdmQ,2018-10-17,21,21:22:45
CtL6TAZ74N79Qs8WcVjdmQ,2018-11-13,21,21:25:16
CtL6TAZ74N79Qs8WcVjdmQ,2019-05-13,17,17:30:41
CtL6TAZ74N79Qs8WcVjdmQ,2019-06-11,17,17:05:33
CtL6TAZ74N79Qs8WcVjdmQ,2019-07-22,3,03:23:02
CtL6TAZ74N79Qs8WcVjdmQ,2019-07-26,16,16:48:22
CtL6TAZ74N79Qs8WcVjdmQ,2019-08-30,21,21:28:09
CtL6TAZ74N79Qs8WcVjdmQ,2019-09-06,19,19:06:25
CtL6TAZ74N79Qs8WcVjdmQ,2019-10-07,20,20:41:16
CtL6TAZ74N79Qs8WcVjdmQ,2020-01-13,18,18:17:16
CtL6TAZ74N79Qs8WcVjdmQ,2020-07-07,1,01:50:56
CtL6TAZ74N79Qs8WcVjdmQ,2020-12-04,20,20:05:41
CtL6TAZ74N79Qs8WcVjdmQ,2020-12-22,19,19:28:21
CtL6TAZ74N79Qs8WcVjdmQ,2021-03-31,14,14:14:27
CtL6TAZ74N79Qs8WcVjdmQ,2021-04-19,16,16:05:51
DJXksT8VdolmXfdNs-S0kA,2011-01-10,20,20:21:23
DJXksT8VdolmXfdNs-S0kA,2016-04-26,16,16:01:47
DJXksT8VdolmXfdNs-S0kA,2016-05-17,12,12:32:33
DJXksT8VdolmXfdNs-S0kA,2016-05-23,16,16:54:32
DJXksT8VdolmXfdNs-S0kA,2016-05-31,16,16:54:49
DJXksT8VdolmXfdNs-S0kA,2016-11-02,12,12:51:49
DJXksT8VdolmXfdNs-S0kA,2017-05-10,13,13:39:49
DS1gSUTvvRbv_Zie6MjUSg,2013-02-28,19,19:43:20
DS1gSUTvvRbv_Zie6MjUSg,2013-03-15,18,18:47:57
DS1gSUTvvRbv_Zie6MjUSg,2013-03-15,18,18:53:25
DS1gSUTvvRbv_Zie6MjUSg,2016-07-08,18,18:44:24
DS1gSUTvvRbv_Zie6MjUSg,2017-03-13,19,19:00:49
DS1gSUTvvRbv_Zie6MjUSg,2017-04-06,16,16:14:38
DS1gSUTvvRbv_Zie6MjUSg,2017-06-08,19,19:26:01
DS1gSUTvvRbv_Zie6MjUSg,2017-07-05,16,16:13:33
DS1gSUTvvRbv_Zie6MjUSg,2017-09-06,19,19:24:46
DS1gSUTvvRbv_Zie6MjUSg,2017-11-29,17,17:13:33
DS1gSUTvvRbv_Zie6MjUSg,2019-12-03,21,21:08:52
DZkkb9jQ2QJRBT4SwqGTzA,2012-12-26,18,18:11:30
DZkkb9jQ2QJRBT4SwqGTzA,2013-06-15,15,15:49:33
DZkkb9jQ2QJRBT4SwqGTzA,2013-06-19,21,21:11:47
DZkkb9jQ2QJRBT4SwqGTzA,2013-06-25,17,17:02:13
DZkkb9jQ2QJRBT4SwqGTzA,2013-07-22,16,16:38:04
DZkkb9jQ2QJRBT4SwqGTzA,2013-07-29,19,19:27:15
DZkkb9jQ2QJRBT4SwqGTzA,2013-08-08,18,18:48:38
DZkkb9jQ2QJRBT4SwqGTzA,2013-08-14,17,17:08:54
DZkkb9jQ2QJRBT4SwqGTzA,2013-09-09,18,18:41:44
DZkkb9jQ2QJRBT4SwqGTzA,2013-12-26,19,19:01:28
DZkkb9jQ2QJRBT4SwqGTzA,2014-01-22,19,19:09:31
DZkkb9jQ2QJRBT4SwqGTzA,2014-06-16,17,17:53:43
DZkkb9jQ2QJRBT4SwqGTzA,2014-08-01,17,17:16:53
DZkkb9jQ2QJRBT4SwqGTzA,2016-05-03,18,18:18:26
DZkkb9jQ2QJRBT4SwqGTzA,2016-09-08,13,13:33:57
DZkkb9jQ2QJRBT4SwqGTzA,2017-05-11,22,22:41:02
DZkkb9jQ2QJRBT4SwqGTzA,2018-01-11,19,19:21:59
DZkkb9jQ2QJRBT4SwqGTzA,2019-01-18,17,17:26:48
DfVTjpA-tRP9lsHZaihk0Q,2016-04-07,17,17:47:25
DoaSj7vb7WJWwQyUzKyeHQ,2011-10-09,20,20:31:24
DoaSj7vb7WJWwQyUzKyeHQ,2011-10-10,17,17:53:25
DoaSj7vb7WJWwQyUzKyeHQ,2011-10-12,21,21:57:49
DoaSj7vb7WJWwQyUzKyeHQ,2012-03-17,1,01:52:09
DoaSj7vb7WJWwQyUzKyeHQ,2012-04-02,23,23:12:36
DoaSj7vb7WJWwQyUzKyeHQ,2012-04-15,22,22:21:54
DoaSj7vb7WJWwQyUzKyeHQ,2012-05-11,21,21:34:48
DoaSj7vb7WJWwQyUzKyeHQ,2012-05-18,21,21:21:22
DoaSj7vb7WJWwQyUzKyeHQ,2012-06-02,3,03:29:11
DoaSj7vb7WJWwQyUzKyeHQ,2012-06-20,20,20:52:54
DoaSj7vb7WJWwQyUzKyeHQ,2012-11-10,2,02:00:53
DoaSj7vb7WJWwQyUzKyeHQ,2012-11-10,2,02:01:12
DoaSj7vb7WJWwQyUzKyeHQ,2012-11-20,1,01:09:50
DoaSj7vb7WJWwQyUzKyeHQ,2013-01-23,3,03:51:03
DoaSj7vb7WJWwQyUzKyeHQ,2013-08-11,22,22:45:00
DoaSj7vb7WJWwQyUzKyeHQ,2013-10-30,1,01:46:56
DoaSj7vb7WJWwQyUzKyeHQ,2013-10-31,21,21:37:32
DoaSj7vb7WJWwQyUzKyeHQ,2013-11-22,2,02:41:55
DoaSj7vb7WJWwQyUzKyeHQ,2014-01-12,19,19:55:57
DoaSj7vb7WJWwQyUzKyeHQ,2014-06-17,20,20:12:18
DoaSj7vb7WJWwQyUzKyeHQ,2014-06-22,22,22:35:32
DoaSj7vb7WJWwQyUzKyeHQ,2014-06-29,4,04:13:00
DoaSj7vb7WJWwQyUzKyeHQ,2014-07-27,0,00:36:31
DoaSj7vb7WJWwQyUzKyeHQ,2017-03-18,21,21:39:31
DoaSj7vb7WJWwQyUzKyeHQ,2019-09-28,20,20:58:50
DoaSj7vb7WJWwQyUzKyeHQ,2019-11-05,1,01:23:17
E0gM8uT5Asn7bu57Tw9bIw,2012-05-22,20,20:53:07
E0gM8uT5Asn7bu57Tw9bIw,2012-05-23,19,19:10:58
E0gM8uT5Asn7bu57Tw9bIw,2012-05-24,20,20:06:40
E0gM8uT5Asn7bu57Tw9bIw,2012-05-25,17,17:28:45
E0gM8uT5Asn7bu57Tw9bIw,2012-06-06,21,21:02:09
E0gM8uT5Asn7bu57Tw9bIw,2012-06-07,21,21:56:23
E0gM8uT5Asn7bu57Tw9bIw,2012-06-13,21,21:35:09
E0gM8uT5Asn7bu57Tw9bIw,2012-06-20,18,18:46:26
E0gM8uT5Asn7bu57Tw9bIw,2012-06-21,20,20:56:49
E0gM8uT5Asn7bu57Tw9bIw,2012-06-22,21,21:18:26
E0gM8uT5Asn7bu57Tw9bIw,2012-07-03,21,21:02:13
E0gM8uT5Asn7bu57Tw9bIw,2012-07-09,20,20:53:36
E0gM8uT5Asn7bu57Tw9bIw,2012-07-11,21,21:50:04
E0gM8uT5Asn7bu57Tw9bIw,2012-07-14,14,14:01:45
E0gM8uT5Asn7bu57Tw9bIw,2012-07-14,14,14:02:34
E0gM8uT5Asn7bu57Tw9bIw,2012-07-16,22,22:03:09
E0gM8uT5Asn7bu57Tw9bIw,2012-07-17,19,19:04:20
E0gM8uT5Asn7bu57Tw9bIw,2012-07-25,21,21:07:17
E0gM8uT5Asn7bu57Tw9bIw,2012-07-27,15,15:13:18
E0gM8uT5Asn7bu57Tw9bIw,2012-09-15,14,14:24:33
E0gM8uT5Asn7bu57Tw9bIw,2012-10-06,15,15:12:33
E0gM8uT5Asn7bu57Tw9bIw,2012-10-10,16,16:40:30
E0gM8uT5Asn7bu57Tw9bIw,2012-10-20,16,16:24:25
E0gM8uT5Asn7bu57Tw9bIw,2012-11-23,15,15:36:31
E0gM8uT5Asn7bu57Tw9bIw,2012-12-01,18,18:00:57
E0gM8uT5Asn7bu57Tw9bIw,2012-12-01,18,18:14:55
E0gM8uT5Asn7bu57Tw9bIw,2013-01-02,16,16:13:13
E0gM8uT5Asn7bu57Tw9bIw,2013-01-04,18,18:51:22
E0gM8uT5Asn7bu57Tw9bIw,2013-01-18,22,22:30:48
E0gM8uT5Asn7bu57Tw9bIw,2013-01-25,17,17:46:37
E0gM8uT5Asn7bu57Tw9bIw,2013-02-02,17,17:43:14
E0gM8uT5Asn7bu57Tw9bIw,2013-03-05,16,16:54:30
E0gM8uT5Asn7bu57Tw9bIw,2013-03-12,15,15:40:33
E0gM8uT5Asn7bu57Tw9bIw,2013-03-12,15,15:40:51
E0gM8uT5Asn7bu57Tw9bIw,2013-03-14,17,17:58:13
E0gM8uT5Asn7bu57Tw9bIw,2013-03-29,17,17:43:58
E0gM8uT5Asn7bu57Tw9bIw,2013-04-08,16,16:27:57
E0gM8uT5Asn7bu57Tw9bIw,2013-04-12,14,14:47:54
E0gM8uT5Asn7bu57Tw9bIw,2013-05-10,14,14:47:13
E0gM8uT5Asn7bu57Tw9bIw,2013-05-13,21,21:08:10
E0gM8uT5Asn7bu57Tw9bIw,2013-06-03,22,22:24:54
E0gM8uT5Asn7bu57Tw9bIw,2013-07-16,21,21:53:57
E0gM8uT5Asn7bu57Tw9bIw,2013-08-23,22,22:22:13
E0gM8uT5Asn7bu57Tw9bIw,2014-03-04,15,15:52:11
E0gM8uT5Asn7bu57Tw9bIw,2014-04-21,21,21:25:10
E0gM8uT5Asn7bu57Tw9bIw,2014-05-02,16,16:33:19
E0gM8uT5Asn7bu57Tw9bIw,2014-07-19,22,22:02:59
E0gM8uT5Asn7bu57Tw9bIw,2014-12-31,23,23:20:19
E0gM8uT5Asn7bu57Tw9bIw,2015-05-19,19,19:15:05
E0gM8uT5Asn7bu57Tw9bIw,2015-11-25,21,21:18:01
E0gM8uT5Asn7bu57Tw9bIw,2016-08-20,15,15:19:55
E0gM8uT5Asn7bu57Tw9bIw,2016-08-20,15,15:20:28
E13foSRTUHkayJ41JDtHzA,2012-03-03,16,16:25:27
E13foSRTUHkayJ41JDtHzA,2012-03-24,16,16:32:18
E13foSRTUHkayJ41JDtHzA,2012-04-09,16,16:21:49
E13foSRTUHkayJ41JDtHzA,2012-04-17,13,13:28:38
E13foSRTUHkayJ41JDtHzA,2012-04-19,20,20:27:35
E13foSRTUHkayJ41JDtHzA,2012-04-21,16,16:37:09
E13foSRTUHkayJ41JDtHzA,2012-05-03,15,15:00:52
E13foSRTUHkayJ41JDtHzA,2012-05-07,21,21:31:59
E13foSRTUHkayJ41JDtHzA,2012-05-11,15,15:12:41
E13foSRTUHkayJ41JDtHzA,2012-05-16,15,15:23:48
E13foSRTUHkayJ41JDtHzA,2012-05-18,15,15:21:34
E13foSRTUHkayJ41JDtHzA,2012-05-22,16,16:13:07
E13foSRTUHkayJ41JDtHzA,2012-06-06,15,15:38:21
E13foSRTUHkayJ41JDtHzA,2012-06-08,15,15:08:26
E13foSRTUHkayJ41JDtHzA,2012-06-09,15,15:25:40
E13foSRTUHkayJ41JDtHzA,2012-06-12,17,17:02:06
E13foSRTUHkayJ41JDtHzA,2012-06-26,22,22:41:01
E13foSRTUHkayJ41JDtHzA,2012-09-10,20,20:20:57
E13foSRTUHkayJ41JDtHzA,2012-09-11,21,21:13:16
E13foSRTUHkayJ41JDtHzA,2012-10-04,14,14:08:59
E13foSRTUHkayJ41JDtHzA,2012-10-15,19,19:19:45
E13foSRTUHkayJ41JDtHzA,2012-10-22,13,13:29:19
E13foSRTUHkayJ41JDtHzA,2012-11-08,15,15:10:46
E13foSRTUHkayJ41JDtHzA,2012-11-13,14,14:00:31
E13foSRTUHkayJ41JDtHzA,2012-11-16,20,20:29:28
E13foSRTUHkayJ41JDtHzA,2012-11-17,16,16:00:30
E13foSRTUHkayJ41JDtHzA,2012-11-24,16,16:30:23
E13foSRTUHkayJ41JDtHzA,2012-11-28,22,22:38:53
E13foSRTUHkayJ41JDtHzA,2012-11-30,17,17:10:24
E13foSRTUHkayJ41JDtHzA,2012-12-01,17,17:46:19
E13foSRTUHkayJ41JDtHzA,2012-12-05,20,20:00:26
E13foSRTUHkayJ41JDtHzA,2012-12-12,16,16:09:19
E13foSRTUHkayJ41JDtHzA,2012-12-14,17,17:40:42
E13foSRTUHkayJ41JDtHzA,2012-12-15,15,15:46:38
E13foSRTUHkayJ41JDtHzA,2012-12-18,18,18:22:46
E13foSRTUHkayJ41JDtHzA,2012-12-20,16,16:32:27
E13foSRTUHkayJ41JDtHzA,2012-12-21,19,19:45:11
E13foSRTUHkayJ41JDtHzA,2012-12-26,16,16:30:33
E13foSRTUHkayJ41JDtHzA,2012-12-29,16,16:04:09
E13foSRTUHkayJ41JDtHzA,2013-01-03,18,18:07:50
E13foSRTUHkayJ41JDtHzA,2013-01-04,20,20:36:42
E13foSRTUHkayJ41JDtHzA,2013-01-05,16,16:14:08
E13foSRTUHkayJ41JDtHzA,2013-01-07,21,21:30:23
E13foSRTUHkayJ41JDtHzA,2013-01-09,21,21:09:15
E13foSRTUHkayJ41JDtHzA,2013-01-10,15,15:57:36
E13foSRTUHkayJ41JDtHzA,2013-01-15,19,19:30:15
E13foSRTUHkayJ41JDtHzA,2013-01-16,16,16:51:28
E13foSRTUHkayJ41JDtHzA,2013-01-18,20,20:33:25
E13foSRTUHkayJ41JDtHzA,2013-01-19,16,16:23:41
E13foSRTUHkayJ41JDtHzA,2013-01-22,16,16:58:16
E13foSRTUHkayJ41JDtHzA,2013-01-25,17,17:00:19
E13foSRTUHkayJ41JDtHzA,2013-01-30,21,21:12:38
E13foSRTUHkayJ41JDtHzA,2013-02-01,17,17:21:29
E13foSRTUHkayJ41JDtHzA,2013-02-06,14,14:36:45
E13foSRTUHkayJ41JDtHzA,2013-02-08,21,21:54:37
E13foSRTUHkayJ41JDtHzA,2013-02-13,15,15:16:13
E13foSRTUHkayJ41JDtHzA,2013-02-14,21,21:05:26
E13foSRTUHkayJ41JDtHzA,2013-02-15,16,16:13:20
E13foSRTUHkayJ41JDtHzA,2013-02-16,16,16:30:51
E13foSRTUHkayJ41JDtHzA,2013-02-22,16,16:30:22
E13foSRTUHkayJ41JDtHzA,2013-02-23,15,15:48:57
E13foSRTUHkayJ41JDtHzA,2013-02-26,17,17:39:38
E13foSRTUHkayJ41JDtHzA,2013-02-27,18,18:22:51
E13foSRTUHkayJ41JDtHzA,2013-02-28,16,16:56:15
E13foSRTUHkayJ41JDtHzA,2013-03-01,17,17:14:04
E13foSRTUHkayJ41JDtHzA,2013-03-02,17,17:58:00
E13foSRTUHkayJ41JDtHzA,2013-03-04,21,21:17:43
E13foSRTUHkayJ41JDtHzA,2013-03-05,16,16:53:54
E13foSRTUHkayJ41JDtHzA,2013-03-06,21,21:19:50
E13foSRTUHkayJ41JDtHzA,2013-03-07,22,22:02:19
E13foSRTUHkayJ41JDtHzA,2013-03-09,16,16:11:39
E13foSRTUHkayJ41JDtHzA,2013-03-14,17,17:14:37
E13foSRTUHkayJ41JDtHzA,2013-03-15,21,21:13:16
E13foSRTUHkayJ41JDtHzA,2013-03-19,15,15:34:18
E13foSRTUHkayJ41JDtHzA,2013-03-21,15,15:36:31
E13foSRTUHkayJ41JDtHzA,2013-03-23,16,16:05:18
E13foSRTUHkayJ41JDtHzA,2013-03-26,16,16:07:49
E13foSRTUHkayJ41JDtHzA,2013-03-28,15,15:49:00
E13foSRTUHkayJ41JDtHzA,2013-03-29,16,16:24:41
E13foSRTUHkayJ41JDtHzA,2013-03-30,16,16:03:43
E13foSRTUHkayJ41JDtHzA,2013-04-02,15,15:59:08
E13foSRTUHkayJ41JDtHzA,2013-04-03,16,16:21:42
E13foSRTUHkayJ41JDtHzA,2013-04-08,20,20:17:07
E13foSRTUHkayJ41JDtHzA,2013-04-10,15,15:44:23
E13foSRTUHkayJ41JDtHzA,2013-04-13,15,15:43:56
E13foSRTUHkayJ41JDtHzA,2013-04-15,21,21:45:26
E13foSRTUHkayJ41JDtHzA,2013-04-17,19,19:00:30
E13foSRTUHkayJ41JDtHzA,2013-04-18,18,18:03:55
E13foSRTUHkayJ41JDtHzA,2013-04-19,20,20:08:36
E13foSRTUHkayJ41JDtHzA,2013-04-20,15,15:34:29
E13foSRTUHkayJ41JDtHzA,2013-04-23,16,16:11:03
E13foSRTUHkayJ41JDtHzA,2013-05-03,16,16:11:56
E13foSRTUHkayJ41JDtHzA,2013-05-08,17,17:08:47
E13foSRTUHkayJ41JDtHzA,2013-05-15,20,20:58:40
E13foSRTUHkayJ41JDtHzA,2013-05-16,15,15:36:53
E13foSRTUHkayJ41JDtHzA,2013-05-17,18,18:40:05
E13foSRTUHkayJ41JDtHzA,2013-05-18,16,16:32:20
E13foSRTUHkayJ41JDtHzA,2013-05-21,19,19:01:04
E13foSRTUHkayJ41JDtHzA,2013-05-22,18,18:14:09
E13foSRTUHkayJ41JDtHzA,2013-05-24,17,17:47:46
E13foSRTUHkayJ41JDtHzA,2013-05-30,20,20:42:58
E13foSRTUHkayJ41JDtHzA,2013-06-03,14,14:25:43
E13foSRTUHkayJ41JDtHzA,2013-06-11,18,18:44:16
E13foSRTUHkayJ41JDtHzA,2013-06-17,13,13:02:05
E13foSRTUHkayJ41JDtHzA,2013-06-18,19,19:22:10
E13foSRTUHkayJ41JDtHzA,2013-06-21,18,18:50:03
E13foSRTUHkayJ41JDtHzA,2013-06-22,16,16:08:11
E13foSRTUHkayJ41JDtHzA,2013-06-25,20,20:54:25
E13foSRTUHkayJ41JDtHzA,2013-06-26,16,16:16:58
E13foSRTUHkayJ41JDtHzA,2013-06-28,19,19:23:52
E13foSRTUHkayJ41JDtHzA,2013-07-05,19,19:33:16
E13foSRTUHkayJ41JDtHzA,2013-07-12,19,19:06:31
E13foSRTUHkayJ41JDtHzA,2013-07-18,19,19:00:18
E13foSRTUHkayJ41JDtHzA,2013-07-24,15,15:43:09
E13foSRTUHkayJ41JDtHzA,2013-07-25,19,19:57:56
E13foSRTUHkayJ41JDtHzA,2013-07-30,18,18:39:33
E13foSRTUHkayJ41JDtHzA,2013-08-09,17,17:54:55
E13foSRTUHkayJ41JDtHzA,2013-08-16,19,19:08:15
E13foSRTUHkayJ41JDtHzA,2013-08-26,20,20:07:55
E13foSRTUHkayJ41JDtHzA,2013-08-27,19,19:59:28
E13foSRTUHkayJ41JDtHzA,2013-08-30,21,21:43:06
E13foSRTUHkayJ41JDtHzA,2013-09-06,19,19:58:43
E13foSRTUHkayJ41JDtHzA,2013-09-09,20,20:02:22
E13foSRTUHkayJ41JDtHzA,2013-10-04,20,20:15:07
E13foSRTUHkayJ41JDtHzA,2013-10-11,19,19:50:07
E13foSRTUHkayJ41JDtHzA,2013-10-15,20,20:23:26
E13foSRTUHkayJ41JDtHzA,2013-10-30,18,18:32:59
E13foSRTUHkayJ41JDtHzA,2013-11-09,16,16:25:31
E13foSRTUHkayJ41JDtHzA,2013-11-15,20,20:49:52
E13foSRTUHkayJ41JDtHzA,2013-12-02,21,21:13:26
E13foSRTUHkayJ41JDtHzA,2013-12-19,19,19:51:30
E13foSRTUHkayJ41JDtHzA,2013-12-20,20,20:27:48
E13foSRTUHkayJ41JDtHzA,2013-12-24,17,17:04:52
E13foSRTUHkayJ41JDtHzA,2014-01-02,19,19:00:01
E13foSRTUHkayJ41JDtHzA,2014-01-18,16,16:42:45
E13foSRTUHkayJ41JDtHzA,2014-01-24,21,21:16:49
E13foSRTUHkayJ41JDtHzA,2014-01-27,21,21:23:09
E13foSRTUHkayJ41JDtHzA,2014-02-01,17,17:33:54
E13foSRTUHkayJ41JDtHzA,2014-02-06,16,16:13:37
E13foSRTUHkayJ41JDtHzA,2014-02-24,21,21:37:00
E13foSRTUHkayJ41JDtHzA,2014-03-06,18,18:59:17
E13foSRTUHkayJ41JDtHzA,2014-03-21,19,19:37:36
E13foSRTUHkayJ41JDtHzA,2014-03-28,21,21:04:38
E13foSRTUHkayJ41JDtHzA,2014-03-31,20,20:39:14
E13foSRTUHkayJ41JDtHzA,2014-04-22,15,15:26:03
E13foSRTUHkayJ41JDtHzA,2014-05-01,14,14:29:37
E13foSRTUHkayJ41JDtHzA,2014-05-07,20,20:08:18
E13foSRTUHkayJ41JDtHzA,2014-05-09,20,20:50:35
E13foSRTUHkayJ41JDtHzA,2014-05-23,19,19:59:48
E13foSRTUHkayJ41JDtHzA,2014-05-29,15,15:34:42
E13foSRTUHkayJ41JDtHzA,2014-06-04,17,17:44:00
E13foSRTUHkayJ41JDtHzA,2014-06-28,14,14:49:00
E13foSRTUHkayJ41JDtHzA,2014-07-31,20,20:26:43
E13foSRTUHkayJ41JDtHzA,2014-09-03,20,20:03:50
E13foSRTUHkayJ41JDtHzA,2015-01-20,21,21:38:35
E13foSRTUHkayJ41JDtHzA,2015-01-21,21,21:32:48
EGVCEwTFzUklOFIWCw3WeA,2010-07-20,0,00:33:26
EGVCEwTFzUklOFIWCw3WeA,2011-07-14,17,17:46:20
EGVCEwTFzUklOFIWCw3WeA,2011-11-03,17,17:23:43
EGVCEwTFzUklOFIWCw3WeA,2012-01-12,18,18:09:43
EGVCEwTFzUklOFIWCw3WeA,2012-01-16,0,00:23:11
EGVCEwTFzUklOFIWCw3WeA,2012-01-17,1,01:29:33
EGVCEwTFzUklOFIWCw3WeA,2012-06-05,23,23:41:54
EGVCEwTFzUklOFIWCw3WeA,2012-06-09,1,01:49:55
EGVCEwTFzUklOFIWCw3WeA,2012-06-09,17,17:19:48
EGVCEwTFzUklOFIWCw3WeA,2012-11-08,21,21:54:33
EGVCEwTFzUklOFIWCw3WeA,2012-11-09,23,23:34:14
EGVCEwTFzUklOFIWCw3WeA,2013-02-16,16,16:20:30
EGVCEwTFzUklOFIWCw3WeA,2013-05-11,20,20:11:50
EGVCEwTFzUklOFIWCw3WeA,2013-10-16,18,18:03:41
EGVCEwTFzUklOFIWCw3WeA,2013-10-27,1,01:53:02
EGVCEwTFzUklOFIWCw3WeA,2014-02-27,2,02:29:14
EGVCEwTFzUklOFIWCw3WeA,2015-11-05,16,16:58:12
EGVCEwTFzUklOFIWCw3WeA,2016-05-30,19,19:07:15
EGVCEwTFzUklOFIWCw3WeA,2016-11-14,21,21:49:02
EGVCEwTFzUklOFIWCw3WeA,2020-01-27,19,19:12:09
EHQ9rRf-FLgJ_p7x-taznA,2011-11-02,16,16:07:07
EHQ9rRf-FLgJ_p7x-taznA,2011-12-03,2,02:10:08
EHQ9rRf-FLgJ_p7x-taznA,2011-12-16,3,03:20:29
EHQ9rRf-FLgJ_p7x-taznA,2013-08-01,16,16:05:06
EHQ9rRf-FLgJ_p7x-taznA,2013-10-30,1,01:15:50
EHQ9rRf-FLgJ_p7x-taznA,2014-01-17,19,19:28:47
EHQ9rRf-FLgJ_p7x-taznA,2014-02-22,17,17:30:50
EHQ9rRf-FLgJ_p7x-taznA,2014-03-23,19,19:12:38
EHQ9rRf-FLgJ_p7x-taznA,2014-04-21,20,20:56:03
