user_id,business_id,text,date,compliment_count,hour,time
GXqCL5Vx8yM5m-KOZbbXsQ,UfTrCUKHuF4K3uDI_dNA-w,I was searching for a Beneficial Bank and the address led me to this one (TD Bank? not the same),2016-03-31,0,17,17:08:25
wlFKssPlalo7-bnMfRRf8Q,J6dd1EFN19qXrgviccL5ng,Rude and unhelpful,2017-10-28,0,14,14:46:31
FQ-zmWPEG_pjSQx6pt3Efw,Y_mnprcwyrxn_naoAVD1qQ,Mustafuha & Shannel are very nice!,2013-06-24,0,20,20:29:38
pamPk2N-OrlMjrY_cFJN5Q,paoYG3VEjW5OwVXVbQobJw,Bring your own pen. They don't have any.,2015-09-04,0,17,17:39:34
P-YebwBHwvPL4kfU8xXhNA,yfoQhpTVUzC9rZihAiFd4Q,Go with a credit union.  They are non profit.  Skip banking here.,2012-01-17,0,14,14:05:51
jquMyA49hjarelcQF6JXzg,q9m7CEQBF7YyquljJ__JzA,"Only one drive-thru atm, so be prepared to wait",2014-03-01,0,2,02:16:55
8M4_nA8e9VacrirvCwrl8Q,LdGg8X4Yeo66z69GqNTGWA,Slow drive-through service,2015-03-05,0,21,21:09:05
X1nvKXUJ5Lp3W9Oe-_JrMQ,dTUoJr7XqWGX4ijtXzq7-g,"Use ""Penny"" to count your coins!",2013-09-15,0,16,16:31:29
AaJ9d4OrFmgc4S_U2QiSZg,BX9adreSDBoANEwhPvenEw,"Tremendous focus on member care and the ""member experience"". These folks use the best-available technology to enhance your interactions with the credit union.",2014-10-10,0,20,20:03:02
iY262MNxieewhtFInDY4Rg,qa89pSoz3s0gYBbwpowg4A,They have people here that does notary. But they can only notarize documents on a preprinted form only.,2018-03-15,0,13,13:33:30
AznsQ60apcdmn4klSTpwtw,VFPbgLrFAzVm5O4aoWqVCQ,two drive thru ATMs now,2012-08-19,0,0,00:16:56
7GzQvccSTf_e7qEyBj50kg,n4vP4Tyu5_kBaHv-UEE99A,No lines during the lunch hour? Hello!,2011-08-09,0,17,17:40:43
-7-d8x5w5c9QolAMgPTKZg,dTUoJr7XqWGX4ijtXzq7-g,Poorly staffed. Always a long line at this bank.,2013-07-18,0,16,16:30:31
R_MjrdO7_7BAp9WKfKK2lA,UfAMh9YA3NgIrf7boxPiMQ,ATM is always messed up!!,2017-10-24,0,17,17:41:22
mvkipbO_aZoaR5CjBqolTQ,WnNtYpuxOtAjOY0leZLueg,Drive up does not open until 9am!,2017-10-06,0,15,15:58:24
hKXHZdm2HbHWOBECeccEqw,eJiLtEc1jg_XRJhY7HIvYQ,Free coffee. Yum.,2014-01-18,0,17,17:03:48
fCvMnJU1Z-XhAjKg99wK3Q,FRYRbWpWuNIdOzli1xZ94g,Between Estia and the Radnor Hotel. Across the street from the Radnor high school playing fields.,2018-02-13,0,20,20:47:06
fYB4nPD2Y0uXXpVo20ZrNg,rmJt2wCN7UC6OFTPwVQGQQ,No more doggie treats????,2011-09-23,0,19,19:36:11
jjHZxlSWU6hh66U9_LUB_A,ogyPLdCxVld-st_nFevK7g,Check out their app for transactions when you are not near your computer.,2012-08-15,0,18,18:41:05
SbSF-vlTPBn1bYFo-5PrhA,_05DcCQmCP5aGnfCnI4r9Q,Elite Event!,2012-08-24,0,21,21:43:51
dEvFqqQImRAaE1dT5wYMJg,ffeLo7gX6UcFDj-ep7Vw_Q,Open Saturdays!,2015-06-26,0,7,07:46:52
CfX4sTIFFNaRchNswqhVfg,C3WiS5DamerzExu79fe_5g,Like most of the big banks 7 stalls for tellers and only two tellers working.,2016-02-29,0,21,21:10:31
w_OXUiqhP8hXZsBV77AMRg,7gITLUoW9cig8IBdIwXcMg,I been waiting for 30 minutes just to speak with someone about paying a auto loan,2013-07-27,0,1,01:02:24
fdFgZQQYQJeEAshH4lxSfQ,QkQ-EfBEApFDD04llnZG-Q,they are one of the businesses in the strip mall along the east side. They are near the Oregano's Pizza as opposed to being by the Ace Hardware end if the mall. They have an outdoor ATM. And get some ice cream at Sullivan's  three doors down while you're at it!,2014-07-30,0,22,22:37:54
TnEY2z-n-vEyFnRv1QTvYg,Q1Vn6LYVua2eUbxsfv9h9A,This is the only local branch open on Saturdays and it's CRAZY busy! Either be here right when they open at 9 or do your best to get banking done during the week.,2016-03-05,0,17,17:53:55
SYZVCsBMVHmhGRcdvNvA8w,UvfGZ2wu-veFaH-pTT-XmQ,These guys are always fast!!!,2016-09-07,0,17,17:25:11
TvltgTum3g4EpXL_9xBmlQ,z7Wx0j1ME-EFvpxKDxFclQ,Quick service!,2013-09-14,0,14,14:07:48
YtNOUuJnzhmJ6jMbQufgbw,Pq8QO5NLZj6nbcKA9tovvw,Terrible costumer service !,2017-08-14,0,22,22:10:23
AaJ9d4OrFmgc4S_U2QiSZg,ifhfWlsNyQa8Uy9QVRCC1A,Deeeeeeee-posit. Cha-ching!!!!,2014-10-17,0,18,18:15:22
raccLemMnCJCKjZBac6fEA,_05DcCQmCP5aGnfCnI4r9Q,I didn't expect it to be so nice in here. And it's cheaper then Starbucks.,2012-03-26,0,13,13:03:33
0PkCxX5PeubHdkOLnvSVaA,tQtE7g5EAc0wVSlj0zqn3A,Open a checking account,2016-06-21,0,6,06:36:07
Anx6fA6jHXmLS7oaUFXJcw,kfcTjikmBxLnlQRucYTogw,"Great for ua clubs!       1year later.... I do not suggest using for clubs, they have way too many fees for simple things that clubs need.",2010-11-17,0,22,22:37:03
dgGUKdOh2a01OwLw1qgfDw,Q1Vn6LYVua2eUbxsfv9h9A,Love the drive thru. ATMs are easy.,2013-11-12,0,23,23:54:49
KxYHxcAqokfSv1oyHDRovQ,eJiLtEc1jg_XRJhY7HIvYQ,This location services a very multi-cultured demographic.,2013-03-07,0,16,16:11:39
ALNUwFXAHXmFeQ9V2gCTfA,wbciM7EZ6GFz-f80izUwiw,Special benefits for Military & Vets.,2014-12-27,0,15,15:36:59
goySBsZ3QJfSaElPIDIzLw,kVsZvPb43ZOuAEA1YyTX-g,"Only one ATM will handle deposits, meaning that the line for one machine gets long while the other machine sits idle.",2012-05-19,0,19,19:40:56
-V7frksbFjKQYVhrPnnlPw,kEoXo5U2FFCf4PX70xu4Dw,Drive thru ATM,2014-04-24,0,12,12:11:15
aZXnHefHQJuAOMpe27R6oQ,YjukSGxRpBfSMJT3zj7fiQ,Super crowded and Slow!!!!,2011-08-03,0,19,19:07:31
t6oMDTL1KhmVdQz4phXxVA,T0azNJYlflPXBTFU83W4Qw,Only the teachers credit union teller remembers my mini Dachshund's birthday is Christmas.  That's why I love banking here.  And the Sees candy every year,2013-12-19,0,1,01:36:52
vwL1Qp8-Qi-lokTPCaSZ8Q,fu1nhn2ARcgww-fdjwUvIQ,This place is ghetto AF. Security guard kept staring at my crotch.,2016-04-02,0,17,17:02:08
PzjrjTVfmmy_XMu9McLr3w,WnNtYpuxOtAjOY0leZLueg,I'm so waiting in the bank!,2010-12-17,0,19,19:52:36
OIDpKC2p61qVO_spPqw1qA,zJMOILfPZTk1yDWtx0Nzig,"According to a banker I spoke with, this branch is the largest in the state of Indiana!",2015-06-29,0,19,19:22:04
I2XpWCHAom1JRyHXZQrnfg,w8z73BP7yRkIAlxbIKR_4Q,"Another crappy, nonsmoking cashier.",2015-11-17,0,18,18:23:34
NLV_fPKrXRwSF_rQh-ZoIg,NkQOAiLJ9gHiAZKabAFv9w,Keith was helpful & made opening a savings a quick & easy task!!,2017-09-27,0,23,23:53:57
5Y5KbsI5buMcNh2hTFaRpA,gn44fzqT4LSuBCnTU-J2Aw,Still trying to get debit card replacement,2012-03-12,0,17,17:45:41
N8Z6gvNFYiuPrtvFH2y6lA,QGHHDN5FTbY9bH02gOS3ZA,Xavier got a sucker,2013-05-07,0,19,19:37:00
W625SoCsKsZyiws3GR1MTg,futM2bt5R01oeF-wuCB5bw,Nice staff.,2011-03-29,0,20,20:09:11
vcEjKdGtlVGaFYq4D7-Owg,7Uyb1Xfa6qAZS_X1mhp6Lg,Lowest closing costs in Indiana!,2015-03-06,0,19,19:56:40
xSe759brFUJ5w1VIxZXWzQ,gGrL6O7HKyghr-gqKYePUQ,Americas most convenient bank can get crowded quickly and sometimes they only have one to two tellers. Drive thru can be slow as well but employees r nice.,2014-06-01,0,16,16:59:45
xWmYN57XXZbg0LOK8WbbFQ,9txN6DaP0Il4C3Ogieu9Fg,Thanks Ruby for your friendly help!,2018-09-07,0,19,19:35:58
e67fm29pOiQUcPSltCAHVA,YfZIJe8wZ0bTCvqtl5OV9A,"This is the closest location for GTE in the area from South Shore,now this one sucks because the drive-through doesn't take transactions anymore it's simply an ATM with five lanes and only one ATM",2016-10-27,0,14,14:43:57
2hf6ivqo-k5QDvV9dYqgDQ,NDUK4nULgJ6S1zt_t4WG4w,The employees are some of the friendliest people you will ever meet!,2014-11-10,0,22,22:14:45
WZjrnw_XnpYKdkEUZjDnlA,KAMHyN3Ww_ywq2_Neqkw8g,Full on bank center. 2 Drive-Thru ATMs & 1 Walk-Up ATM.,2013-07-09,0,18,18:40:27
I2XpWCHAom1JRyHXZQrnfg,w8z73BP7yRkIAlxbIKR_4Q,"The customer care at this location is really lacking. I have a joint account, personal checking and savings account. Have bern a customer for years.
Overall and in general customer service is mediocre to poor. 
Logic and reasoning has been lost.
Granted I seldom actually go to a bank, but by account number they have a pretty good idea of how long I have been a customer. They don't have to be all smiles, but a bit of respect would be appreciated.",2013-11-15,0,7,07:06:24
Oi1qbcz2m2SnwUeztGYcnQ,7pdV_U4DtQkcM3QQmdpfMA,Solid insurance agency backed by great people and expert advice when you need it most!,2013-04-01,0,23,23:58:33
NIajGFATVU4tYiIej3Rq-Q,YiEBSn8VWhnj79igNkShQw,Original portraits of founders and key players of the revolution.,2012-01-14,0,16,16:53:38
DayTBAsYBAlLX1Pjqo9yvQ,S4S7MXqTzZCekYkGuIJ2hw,Great location... If you're not driving!,2013-09-25,0,23,23:13:50
la6yifAVFDIAJ_pZ8mQmXw,c040XmbZfcVErLOj6FIv0g,Make sure to call in advance for foreign money exchanges. They are quick about getting it for you but don't carry many currencies.,2014-03-26,0,21,21:51:08
ZbfV0l0h3MfrfuVmbIlJUA,kEoXo5U2FFCf4PX70xu4Dw,Touch screen ATM. Use your hand sanitizer!,2016-03-05,0,5,05:30:31
WJR8f_QNG1kuPq5V6RxeFA,LhWV3p52q4TXXoa2uJuiSw,Using the ATM but do not have an account with TD? There's a $3 service fee.,2014-03-30,0,21,21:48:49
7Na1pUcEv3oF_QTRwZ-2iw,aH25XtAEbdrmnvxqt4W6ZQ,Grabbed some cash in this pet friendly and newly remodeled chase. Very nice inside!,2012-06-26,0,1,01:47:29
bDCCzWxv2fU-z7eeaFzKxQ,_05DcCQmCP5aGnfCnI4r9Q,Changing its name to Capital One.,2012-12-06,0,21,21:23:04
BT5puAdvgJLI543cRM-UIQ,cuPS4i6nMiRHb_QH_YAgHg,"Use the atm, customer service inside is nonexistent.",2015-08-09,0,23,23:19:30
HehJnLi6Mqsc3kImIM0E6A,lOys7djoE5afKAlXAASGRw,"Friendly service,  always fast service",2014-07-17,0,13,13:43:44
puax5NLBHZSsR9Bj1Kq8Qg,YMRnoKYvzokKWUU0vW5DhQ,"Convenient location  , friendly staff. Overall  I am a happy customer.",2014-11-04,0,20,20:03:33
5Y5KbsI5buMcNh2hTFaRpA,gn44fzqT4LSuBCnTU-J2Aw,Let's try to figure out this debit card fraud shall we? (sigh),2012-08-31,0,15,15:56:42
l_5iaa0MREofT7KIZIH4ug,FkqOTq-0zTeM1T5rNBuDlg,Nice for a TD Bank!,2014-12-24,0,17,17:52:21
lMY8NBPyzlPbbu-KBYfD9A,zhRwXJavf4jV0rlTBeSaUA,Closed on Saturday's,2015-08-26,0,13,13:30:56
DwaaafwryFbW7C4E1gU1AA,TGVd4J8H81innTaXm9BtTQ,Remember banks are closed this Monday for holiday,2016-10-07,0,17,17:49:00
AaJ9d4OrFmgc4S_U2QiSZg,ifhfWlsNyQa8Uy9QVRCC1A,"I give them computer-generated pieces of paper and they give me back cash. Is this a great country, or what?",2014-08-30,0,18,18:12:04
-KduD3wwydWDq2GrODh2tw,MFlPmdwoqOJCK9SLeaofwQ,New ATM!,2012-03-13,0,17,17:31:08
Ym9bClLm4BVtujNgOVIKzw,G_JKdNLy-0FQcKk18Aa21A,Fridays they're open until 6.,2013-09-04,0,23,23:49:25
2AkZF9XoqwwoPlk55icKMQ,rNIb5eQtEHf8UvGCISvuYw,Just FYI they're closed until 1/4/16,2015-12-30,0,21,21:54:51
Fa2-VD8cqcn98vqciVn3Gw,C-s8kUf6vlcidlU6bqEbXQ,Drive-thru is gone.,2014-07-24,0,16,16:37:23
8M4_nA8e9VacrirvCwrl8Q,2acyZejW-dTCEYiXtYUAtg,Dual drive-through ATMs!,2015-03-08,0,18,18:13:11
vhMMA4vymXwtoTbIrD1g6A,OXpYyvWPTb_l02GfswFdHQ,Open Saturday!,2015-05-23,0,14,14:27:38
E5KZfaq9g1h3zgT3ivwRlQ,_05DcCQmCP5aGnfCnI4r9Q,Good coffee. Cheap food. ATM for my bank. Win. Win. Win.,2011-04-04,0,21,21:19:08
3QnoTcrxuafMCoTzW_AH7A,dTUoJr7XqWGX4ijtXzq7-g,"If you need some time to write a quick Yelp review or two, the drive-thru line is for you.",2016-07-18,0,15,15:31:27
RMxvK_J_Pn3qWUxug8-8zw,BX9adreSDBoANEwhPvenEw,This is my bank and I love it,2014-02-12,0,0,00:38:04
bDCCzWxv2fU-z7eeaFzKxQ,_05DcCQmCP5aGnfCnI4r9Q,Wonderful. This coffee shop helped me pay off student loans.,2012-07-26,0,21,21:36:20
DayTBAsYBAlLX1Pjqo9yvQ,uNh0Y61NtILa30OgK2aiSA,Slowest branch ever,2013-04-08,0,19,19:07:36
juigu8XxwzLAeikeBzULbg,UvfGZ2wu-veFaH-pTT-XmQ,Yikes how over engineered is the parking lot loads of ways in but no way out back to Ina road. Why?,2013-02-04,0,21,21:11:59
009ljYtlWQR4dNWVO4WVcQ,IpN2ZBChysww0zahyidtyA,"If you have coins to cash in today, forget it!! Their machine is broken!  I guess I am thankful I have more than one bank to do business with.",2013-07-08,0,16,16:40:18
jk0Yf80nGLQkVwsx6tRBsQ,tCgsTTMZugzFN5Tt1h-4Vw,Coolest bank....fireplace..easy chairs..cookies...newspapers.....and you can bring your dog in with you,2012-01-23,0,19,19:27:00
SYZVCsBMVHmhGRcdvNvA8w,0gBR11Mcjzxp_STvT3GEUw,It's quick,2016-10-14,0,22,22:01:18
aVWygUHcb1umexg7u38FPQ,S7yd9wWr52Yb3zNUnWGDKg,I'm a Christmas elf.,2011-12-19,0,19,19:20:31
qjfMBIZpQT9DDtw_BWCopQ,VnG5DyQIx2Ta8NAnAY6efQ,Attached to Starbucks,2015-07-18,0,14,14:35:49
1KVMrASElCoqaPOBqHeY1g,qCQxC92xZv17sTZ6lk1wjQ,Usually a great selection here.,2016-01-30,0,16,16:22:57
-KduD3wwydWDq2GrODh2tw,MFlPmdwoqOJCK9SLeaofwQ,The ATM here is out of service a lot. Like right now.,2011-12-08,0,18,18:10:49
HkHzDxcBdmrlewhayTEeEA,C-s8kUf6vlcidlU6bqEbXQ,I love that they have a drive through,2010-08-05,0,23,23:48:04
wzUFZ3DaU7k9R2S54IMPfg,QXY2Pi_AijwHaGTosTejvA,"Wells Fargo no longer lets you deposit cash into someone's account, you must have a money order or cashiers check. Really stupid, you're a bank!! How do you not take cash!!",2018-06-09,0,16,16:14:06
BtdqTErMCjvrQxKmBlJ7Uw,1DjntFLW5hHKYYz4aP4yfQ,"Temporarily closed, but there's another branch at 17th/Walnut close by.",2021-04-28,0,17,17:37:20
l_5iaa0MREofT7KIZIH4ug,2Uomz5XjAeqr0-e_lFq60g,Patrick was a BIG help!!!,2014-09-23,0,13,13:48:34
vALpp2IgoeeyiRoH1qRMuQ,T2Lsvx4pdHKUsy5FA45VuQ,Drive-through service at this bank is closed down.,2014-06-16,0,15,15:46:34
nv9mEHHmrW_DVqSjQDDURQ,4F-q6zoOLjUXrw3sm_BUdw,Be nice to the tellers!,2011-08-06,0,15,15:39:55
RQNfkPx2t9hoAzdB9TGuAw,wgwauUKABf2qUo-_LcPa8w,Commercial drive-thru is extremely slow. Head inside the branch for quicker service.,2011-01-03,0,20,20:34:03
AaJ9d4OrFmgc4S_U2QiSZg,ifhfWlsNyQa8Uy9QVRCC1A,Convenient drive-up and walk-up ATM service,2014-07-19,0,19,19:24:38
5Y5KbsI5buMcNh2hTFaRpA,qfFTOB1A0yhQA9mXFVSUBw,I love this bank location. Hands down the best customer service I have received from a financial organization in years...,2013-03-20,0,4,04:36:17
Ase_kJIYuT6yOsqqVPuWUA,lLigP3epurfPtLCls__XLw,Avoid this branch LIKE THE PLAGUE!!!,2017-08-30,0,17,17:54:37
u1gUbwyeBe8mtV97hZyImg,dZJKNDdiBU7EpAxqsA4vZw,Came to close my accounts with them they are truly the worst. ‍,2019-07-16,0,18,18:40:07
rL5uMarIYnEMgDr09pafqg,U-ct0rXSZexPOyxPMGCxbg,10/31/13 - ATM temporarily unavailable !  :-(,2013-10-31,0,15,15:11:28
5uxCdmMjtxVTxJpZwTB8kg,LAx25MD2Si2zthzbDydA6w,They have a working fireplace,2013-03-18,0,14,14:42:47
5FJaTefjXCyVkbV4n8yvVw,6bXqlXJ3kWMhbXqCjlOX9w,"Branch is moving Aug 4, 2014 near Cherry Hill mall",2014-06-26,0,18,18:09:36
j2sEA3hiUcwHfq9Ml6M47g,wsaU6mKSUgLnxhE2G2LGzg,Drive-through ATM!,2011-08-15,0,19,19:06:37
E2n5NhAX7J1fXJVq-QxSeg,2eWNaYhhuvBFSW-vP5qTYQ,Monica is awesome! The clerks are great!,2016-08-15,0,23,23:40:00
t3yOpTibhuvd-Lt7FMvqKg,zhBe6PgEY9KzJ356J5Oo8w,atm run,2014-04-22,0,21,21:20:01
Q37HuTy7S4cNi7evZ6ATVg,w8z73BP7yRkIAlxbIKR_4Q,Poor customer service. Dislike suntrust staff. Unprofessional and unpleasant.,2015-08-28,0,15,15:29:03
h0Jn9rkacf3tGw5BeZMHWA,kEoXo5U2FFCf4PX70xu4Dw,"If you are a good customer, they will wave a months interest charge if you ask them to. When we had unplanned vet bills which we could not pay all at once, we just asked them for another month to pay, without penalty!  All was good! Thanks Chase!",2013-03-20,0,16,16:25:46
8tc8efh01b5yYyoNCGtVvg,BddCClKBcvdQPut9dDE_Zw,Always has lines 3 cars deep,2012-01-03,0,16,16:51:54
3QnoTcrxuafMCoTzW_AH7A,S4S7MXqTzZCekYkGuIJ2hw,"If you need foreign currency that they don't normally keep it will cost $7.50 to order. It takes a day. If you need to exchange your change back to USD, that same fee applies",2017-10-02,1,15,15:38:03
rTKK_-3W3gIQEohj0QSFWA,32dPMAa3vC1eeih8ZfGCIw,Entrance for ATMs located on Euclid.,2014-11-15,0,14,14:53:07
Hy4yn4cIQCp37NcV2nn4fg,Y_muuXQkrV37eTWbsf8eYA,There is an ATM in the building lobby and a fancy ATM inside the branch. The fancy ATM lets you designate what kind of bills you want with cash withdrawals- neato!,2017-02-23,0,19,19:33:13
FPCXiTnZjQfQ4e0-f0twXQ,hBBa1hGUJIU2ErNca7goVw,It's Eh. It's a bank. Staff is friendly enough.,2019-03-15,0,16,16:08:35
O1_mLC0sVAS2RqsfPZTiXg,-Q907y-mgLRlUN5Nb5Xygw,Open on Saturdays 9:00-1:00.,2011-07-09,0,2,02:18:28
ZleHCVNN22e7osm4IbGqnQ,4N95tcB1rjAQYhenjW4MCw,Still no contact received,2018-02-22,0,18,18:40:52
kkNFDL_bfM4BP65UEaDs_w,MAKwMht3uAaR4y9tdNd-Ng,This darn ATM has stopped accepting checks from my dad for some reason. Annoying to have to go thru teller line!,2012-04-19,0,0,00:27:15
w-w-k-QXosIKQ8HQVwU6IQ,XJxumy6oZFo2fkPwAIqjpw,Located near the hospital; ATMs are located inside.,2013-04-22,0,23,23:13:38
M5HoGdy-mNOV7EHhxB9P9A,og1wurzEbRlkEKmTSqUXAQ,Really nice facility,2013-05-09,0,15,15:54:42
xWmYN57XXZbg0LOK8WbbFQ,6CtVMiaq77qzt74TOnbdOw,Closed account after many years ? Big lines & wait on oracle nov 1.,2019-11-02,0,19,19:56:49
xWmYN57XXZbg0LOK8WbbFQ,9txN6DaP0Il4C3Ogieu9Fg,Thank u Eli helpful,2019-05-13,0,21,21:38:44
AaJ9d4OrFmgc4S_U2QiSZg,ifhfWlsNyQa8Uy9QVRCC1A,Client checks get deposited as cash right away if you're a regular customer,2014-08-13,0,21,21:44:55
oSjxHFZjcuY_PX07a9Fm2w,pmWSltqll125oV1f4yikBA,"ATM is in an air conditioned vestibule, which is nice.",2015-07-11,0,19,19:56:23
DJBuyVr8_0k78ydUgonYdg,yfoQhpTVUzC9rZihAiFd4Q,Please put a sun visor over your ATM - you can't see anything in the mornings!!,2019-09-24,0,14,14:26:57
SmHCmowr7X1LvOKs7z4nyQ,crfi3f9kQOUyqW5njfVSHw,Getting money to blow!!!,2012-03-10,0,19,19:49:05
oAvO0BOHOagOI7WVGXlWSA,Hfiq_JnjsZP4YZKv0OUB0A,I thought this place is safer to stop by during the day. I wouldn't feel comfortable to stop by at night because of the location.,2012-12-12,0,14,14:37:28
AF2wygvqImI9gbFijr13rw,_05DcCQmCP5aGnfCnI4r9Q,"Free notary services for members, $1 per page for non-customers.",2012-06-09,0,17,17:04:04
JW6oatjG0emUKzE6g664ew,nhCPGaboJ0kCXG8ZI7VgjQ,No more free coffee... =(,2013-07-22,0,16,16:07:35
eRwo1yuxmejnS4_edQ68cg,_05DcCQmCP5aGnfCnI4r9Q,BAD customer service playing games how much water cost dumb bitch,2013-01-26,0,0,00:17:38
sDVTx4pZk1QuEa4jVqSn3w,Mawqyaru98am_Wre32JRVA,Friendly,2018-10-05,0,21,21:27:06
YMkdlZLq9mJU1OpYhVPj2w,_05DcCQmCP5aGnfCnI4r9Q,If you love sweet drinks you have to try the horchata latte in the winter!,2020-01-16,0,13,13:06:30
Q2TmmBObYfAxErU9lpOs0g,5ZXS0FWkzuPhDh402riJjg,horrible customer service! rude tellers! do not bank here!,2014-05-07,0,20,20:07:37
kKPbWlBjpSL3Qzvtn_AaPw,kEoXo5U2FFCf4PX70xu4Dw,"If the line at the drive-up ATM is long, park on Claiborne and use the walk-up on the north-east side of the bank.",2014-04-03,0,12,12:15:20
dqucQwA-CHWhUczwqIxKKg,TUwY-iY9kHBSacPkzGvzIA,You don't have face to face communications with tellers here. You have to pick up the phone and wait for them to answer. Once they answer their face is on the screen in front of you. There are multiple screens giving the impression there are an equal number of tellers. But there never are the Amount of tellers as there are screens.,2015-11-05,0,17,17:14:31
U3CLjnCj0dU4Ao4tks2vHg,KyPRB9TtrHfZFhMv0yDkUA,Worst management ever.,2015-06-05,0,15,15:17:33
FQ-zmWPEG_pjSQx6pt3Efw,XJxumy6oZFo2fkPwAIqjpw,Victoria is the friendliest teller! She's very helpful. You'll love her!,2012-07-28,0,15,15:59:40
ZkIPAKY8hIlIPw8Jvl4NGQ,S7yd9wWr52Yb3zNUnWGDKg,Shipping coffee,2012-03-21,0,20,20:40:05
tz4eV6-OWT6dl0ME_qWSdw,eox0eTlcTFf1Txwor-b6DA,Hyperion helps tailor your banking experience to fit your needs -,2013-08-02,0,13,13:22:57
bqCAL5xjU3l2-u7vmze4ZA,0hm86FWPMglz9zKt1iRLKg,I have found the staff to pleasant and helpful.,2016-10-03,0,16,16:27:39
AaJ9d4OrFmgc4S_U2QiSZg,ifhfWlsNyQa8Uy9QVRCC1A,Full financial services from a friendly and helpful staff,2014-07-11,0,19,19:44:53
UHmMIHvbZwiM_63x_v4_Tw,LK2yuwaT7wTb0A4B-GDpPg,Took my damn money!,2014-08-23,0,18,18:06:14
vFZUDAxiFZlEQgkV3VSsBA,-hCYpTjYJ5gSEYneEsKpiQ,Pretty good for a small ( and growing credit union ),2016-03-19,0,15,15:59:03
-NNw--WM-v6hHsK6TQAjIw,1i78w_Du0UIgwnD7iFckQQ,Slow service !!!,2013-05-28,0,19,19:42:24
AaJ9d4OrFmgc4S_U2QiSZg,ifhfWlsNyQa8Uy9QVRCC1A,Rumor has it that they are going fully automated in 2016. Very sad.  :-(,2015-01-23,1,18,18:51:44
K35nAhwC9VPD_jSei3yWBw,wsaU6mKSUgLnxhE2G2LGzg,"Do not expect to quickly talk to a representative behind the desks. It takes them an hour to even talk to you, even when there are 3 others around who could simply help but refuse to out of spite I guess. I recommend the stressful automated service on the phone, rather than talk to these people.",2013-05-22,0,18,18:50:26
l64DLoZ3Ysiux1KbF9F3Mg,2pVF6y4ulOVXI6ZjZgRp0g,"MAKE AN APPOINTMENT!!! If you have banking to do that requires you to be inside the bank, I cannot stress enough, make an appointment! The lines outside the building are incredibly long and in the Florida heat with the mask on, it's awful!",2020-09-04,0,17,17:11:29
I2XpWCHAom1JRyHXZQrnfg,q1lEp3kll5S5tom12SpcLg,"The cashier was cordial on this visit. Beware, still poorly run institution.",2014-10-23,0,2,02:59:35
qA_8SkGk6ub8nTjoY1q6Cw,s11vpPhF_giUnpxWPPnanA,baby got back on the radio,2011-11-18,0,20,20:36:55
-copOvldyKh1qr-vzkDEvw,ZHak6SiLtJreNuziLldX4Q,Tap MAC before going to casino. Don't pay their fees and property tax!!! Thrifty Gambler am I,2013-10-02,0,14,14:40:53
J5m4AIbn473gBakEaIdNkw,wEPRHKRDD6VVdFw6osndcQ,Wells Fargo is shady and corrupt ass fuck!,2018-05-30,0,17,17:38:31
WYzZZ4LXP96WDAXJj9uf4g,_05DcCQmCP5aGnfCnI4r9Q,"Iced coffee go-to spot. Mix of professionals, students, and creepsters. Sterile. Avoid the stale brownies. Say yes to the crumb muffins. Staff/baristas here never looks like they'd rather be doing drugs.",2012-08-15,0,20,20:02:58
005GchcM1HWBH3SFKrIxBA,kEoXo5U2FFCf4PX70xu4Dw,Line is so long for the ATM- I'm just going to get the phone app already.,2012-09-22,0,21,21:58:53
qA_8SkGk6ub8nTjoY1q6Cw,s11vpPhF_giUnpxWPPnanA,dude.. get off your phone while doing your banking..,2011-12-23,0,20,20:03:36
I2XpWCHAom1JRyHXZQrnfg,w8z73BP7yRkIAlxbIKR_4Q,drive up atm.,2014-04-20,0,23,23:14:44
Ase_kJIYuT6yOsqqVPuWUA,jhA20KJajtWPuduOtsmcBw,Jimmie Horne Jr is helpful & quite the dresser!!! #dapperdan,2016-10-19,0,17,17:23:07
MpR_A-NXpZCmh0St_dRLLw,S7yd9wWr52Yb3zNUnWGDKg,Great service   Awesome they now take check cards for money orders!,2019-09-07,0,17,17:36:18
UqVnFtX7ORbDhMW6Pd77Jw,Zu2R04Q3RNIMyWWZvnIcNA,"Mona at the Information Desk is quick, smart, and kind.",2011-03-08,0,19,19:08:45
VClMTiHXXYlLNjalD3N4XQ,_05DcCQmCP5aGnfCnI4r9Q,Borrow an umbrella for free and return it for a free coffee!,2018-07-25,0,21,21:57:14
b7bwdF66Qw0Qo2RLp39khg,SxUCFJImjUfjFJEKZnPKhw,I Love Keypoint !! Carolina and Kelly are very very nice !! I,2018-02-21,0,21,21:43:43
xWmYN57XXZbg0LOK8WbbFQ,9txN6DaP0Il4C3Ogieu9Fg,Sat before vets day quiet in bank thanks Eli for help,2018-11-10,0,18,18:57:08
bbdjyLy1l7KCz4f0yGIftA,8x8JAmSWCUp8MzurgiXq7g,Banking here is awesome and easy. I really like how nice all the ladies are,2016-11-22,0,0,00:32:28
6vpgCoUEMV4mm4Iokyqngg,kzRE03hS4xIxmX86Pqr5Pg,beware of zach knight. most unprofessional manger I've ever dealt with,2015-03-17,0,10,10:25:20
